Symbol,MULTI_FACTOR_SCORE,ENTRY_SCORE,EXPECTED_RETURN_30D,CONVICTION,CONVICTION_SCORE,CONVICTION_RANK
TARIL,41.31,2.0,7.36,LOW,37.71,1524
JFLLIFE,32.7,3.0,6.82,LOW,37.63,1525
TCI,32.81,3.0,6.77,LOW,37.59,1526
MACPOWER,24.2,4.0,6.26,LOW,37.55,1527
DODLA,40.87,2.0,7.34,LOW,37.5,1528
PRADPME,57.22,0.0,8.51,LOW,37.48,1529
MANBA,40.81,2.0,7.34,LOW,37.48,1530
VITAL,41.88,2.0,7.07,LOW,37.44,1531
STEELCAS,58.12,0.0,8.27,LOW,37.43,1532
SURANAT&P,58.57,0.0,8.14,LOW,37.38,1533
EMUDHRA,58.12,0.0,8.2,LOW,37.31,1534
INDIGO,31.7,3.0,6.82,LOW,37.23,1535
BVCL,40.25,2.0,7.3,LOW,37.19,1536
CINEVISTA,40.22,2.0,7.3,LOW,37.17,1537
MICROPRO,40.13,2.0,7.32,LOW,37.17,1538
CHOICEIN,22.94,4.0,6.32,LOW,37.15,1539
JETKNIT,57.76,0.0,8.17,LOW,37.11,1540
CENTURYPLY,57.62,0.0,8.19,LOW,37.09,1541
LGEINDIA,57.86,0.0,8.12,LOW,37.06,1542
INDUSINDBK,39.36,2.0,7.43,LOW,37.05,1543
LASA,40.34,2.0,7.19,LOW,37.03,1544
FABTECH,57.52,0.0,8.11,LOW,36.91,1545
LTTS,57.2,0.0,8.16,LOW,36.87,1546
SPLPETRO,40.07,2.0,7.13,LOW,36.82,1547
ITDC,40.03,2.0,7.14,LOW,36.82,1548
TATAINVEST,39.47,2.0,7.26,LOW,36.81,1549
WTICAB,22.26,4.0,6.18,LOW,36.64,1550
URBANCO,56.44,0.0,8.19,LOW,36.62,1551
JINDALSTEL,38.99,2.0,7.2,LOW,36.51,1552
HINDPETRO,38.86,2.0,7.23,LOW,36.51,1553
HARRMALAYA,38.74,2.0,7.26,LOW,36.51,1554
VASA,56.4,0.0,8.08,LOW,36.41,1555
GICL,38.68,2.0,7.2,LOW,36.39,1556
PRITIKA,54.23,0.0,8.54,LOW,36.33,1557
DISHTV,39.35,2.0,7.01,LOW,36.33,1558
KRITI,39.28,2.0,7.03,LOW,36.33,1559
INDTERRAIN,56.19,0.0,8.07,LOW,36.31,1560
MAHEPC,38.72,2.0,7.13,LOW,36.28,1561
GRAPHISAD,38.65,2.0,7.13,LOW,36.25,1562
MURUDCERA,38.27,2.0,7.21,LOW,36.24,1563
NHPC,39.01,2.0,7.03,LOW,36.23,1564
SAFARI,38.33,2.0,7.17,LOW,36.19,1565
IREDA,38.15,2.0,7.2,LOW,36.17,1566
PEARLPOLY,38.56,2.0,7.09,LOW,36.15,1567
ROTO,38.4,2.0,7.13,LOW,36.15,1568
IEX,37.97,2.0,7.18,LOW,36.07,1569
ROXHITECH,55.77,0.0,8.02,LOW,36.06,1570
SGL,21.23,4.0,6.08,LOW,36.06,1571
BANARISUG,55.53,0.0,8.07,LOW,36.05,1572
JKPAPER,37.67,2.0,7.22,LOW,36.02,1573
KCP,55.58,0.0,8.04,LOW,36.01,1574
VESUVIUS,38.03,2.0,7.13,LOW,36.01,1575
RSYSTEMS,55.69,0.0,8.0,LOW,35.99,1576
TIJARIA,37.78,2.0,7.14,LOW,35.92,1577
TICL,37.41,2.0,7.22,LOW,35.91,1578
ZFCVINDIA,37.76,2.0,7.13,LOW,35.9,1579
UNIVPHOTO,37.06,2.0,7.29,LOW,35.89,1580
AGUL,29.49,3.0,6.55,LOW,35.88,1581
AHIMSA,55.07,0.0,8.05,LOW,35.83,1582
BAJAJHLDNG,37.39,2.0,7.16,LOW,35.8,1583
DGCONTENT,37.39,2.0,7.14,LOW,35.77,1584
NAHARPOLY,55.08,0.0,8.01,LOW,35.76,1585
MAZDOCK,54.89,0.0,8.03,LOW,35.72,1586
BIL,37.36,2.0,7.11,LOW,35.7,1587
NTPC,37.5,2.0,7.06,LOW,35.67,1588
HPL,37.0,2.0,7.15,LOW,35.63,1589
ZENITHDRUG,37.64,2.0,6.99,LOW,35.61,1590
CREATIVEYE,36.71,2.0,7.2,LOW,35.6,1591
PANSARI,37.01,2.0,7.1,LOW,35.55,1592
IGL,37.15,2.0,7.06,LOW,35.53,1593
VISHNUINFR,36.83,2.0,7.13,LOW,35.53,1594
EIFFL,36.65,2.0,7.17,LOW,35.52,1595
HINDCOPPER,36.74,2.0,7.11,LOW,35.46,1596
PFC,36.96,2.0,7.03,LOW,35.41,1597
CRAMC,36.78,2.0,7.03,LOW,35.33,1598
ETERNAL,53.99,0.0,7.99,LOW,35.29,1599
AFSL,54.12,0.0,7.95,LOW,35.28,1600
MMFL,36.32,2.0,7.1,LOW,35.27,1601
INFOMEDIA,36.36,2.0,7.08,LOW,35.25,1602
JAIBALAJI,36.28,2.0,7.1,LOW,35.25,1603
SUMIT,54.72,0.0,7.78,LOW,35.23,1604
LUMAXIND,36.35,2.0,7.07,LOW,35.23,1605
PRATHAM,36.22,2.0,7.07,LOW,35.18,1606
SRIVASAVI,36.79,2.0,6.93,LOW,35.17,1607
BALUFORGE,36.15,2.0,7.06,LOW,35.13,1608
LODHA,35.85,2.0,7.12,LOW,35.12,1609
BEDMUTHA,36.52,2.0,6.96,LOW,35.11,1610
QFIL,27.14,3.0,6.65,LOW,35.11,1611
GALLANTT,54.46,0.0,7.76,LOW,35.09,1612
ORTEL,53.22,0.0,8.02,LOW,35.04,1613
SOTAC,53.43,0.0,7.96,LOW,35.02,1614
LOTUSEYE,53.69,0.0,7.89,LOW,35.0,1615
ECAPINSURE,35.59,2.0,7.11,LOW,35.0,1616
SELMC,36.21,2.0,6.96,LOW,34.99,1617
RHFL,52.88,0.0,7.99,LOW,34.85,1618
KRITIKA,53.06,0.0,7.92,LOW,34.8,1619
NDTV,52.75,0.0,7.98,LOW,34.78,1620
COASTCORP,35.15,2.0,7.08,LOW,34.77,1621
LUPIN,53.29,0.0,7.83,LOW,34.74,1622
SCILAL,35.23,2.0,7.04,LOW,34.73,1623
INDOCO,52.92,0.0,7.89,LOW,34.69,1624
VLSFINANCE,35.24,2.0,6.99,LOW,34.65,1625
BHARATRAS,35.35,2.0,6.95,LOW,34.63,1626
BLAL,34.9,2.0,7.06,LOW,34.63,1627
DUGLOBAL,35.22,2.0,6.97,LOW,34.61,1628
VIDHIING,35.13,2.0,6.99,LOW,34.61,1629
HEXATRADEX,52.7,0.0,7.88,LOW,34.59,1630
BALKRISIND,26.42,3.0,6.5,LOW,34.57,1631
SAGILITY,52.37,0.0,7.92,LOW,34.53,1632
VERTOZ,35.79,2.0,6.79,LOW,34.53,1633
AGARWALFT,18.48,4.0,5.83,LOW,34.53,1634
BEACON,34.5,2.0,7.06,LOW,34.47,1635
RANASUG,52.67,0.0,7.81,LOW,34.46,1636
GICRE,34.68,2.0,7.01,LOW,34.46,1637
METROBRAND,34.52,2.0,7.04,LOW,34.45,1638
LORDSCHLO,52.79,0.0,7.77,LOW,34.44,1639
TIMESCAN,34.69,2.0,6.96,LOW,34.38,1640
OBCL,34.82,2.0,6.92,LOW,34.36,1641
INTERNET,52.1,0.0,7.85,LOW,34.3,1642
MOS,26.39,3.0,6.34,LOW,34.28,1643
JHS,34.29,2.0,6.98,LOW,34.25,1644
PRIMESECU,51.77,0.0,7.88,LOW,34.22,1645
BAGFILMS,34.28,2.0,6.95,LOW,34.2,1646
MANAKSIA,34.24,2.0,6.96,LOW,34.2,1647
KARURVYSYA,33.73,2.0,7.08,LOW,34.2,1648
MANAKCOAT,25.67,3.0,6.46,LOW,34.2,1649
HRHNEXT,51.87,0.0,7.81,LOW,34.14,1650
MOSERVICE,26.07,3.0,6.33,LOW,34.14,1651
JALAN,25.0,3.0,6.58,LOW,34.14,1652
DALMIASUG,52.1,0.0,7.75,LOW,34.13,1653
KAPSTON,33.67,2.0,7.05,LOW,34.13,1654
KAUSHALYA,33.67,2.0,7.05,LOW,34.13,1655
KOHINOOR,51.58,0.0,7.86,LOW,34.11,1656
ESTER,34.24,2.0,6.91,LOW,34.11,1657
FUSION,33.83,2.0,6.98,LOW,34.07,1658
MEGATHERM,34.43,2.0,6.82,LOW,34.03,1659
DAVANGERE,33.36,2.0,6.99,LOW,33.9,1660
SIGNORIA,16.37,4.0,5.85,LOW,33.72,1661
MASTERTR,32.63,2.0,7.02,LOW,33.66,1662
GTPL,50.27,0.0,7.9,LOW,33.65,1663
DOLPHIN,50.55,0.0,7.81,LOW,33.61,1664
NEWJAISA,51.48,0.0,7.58,LOW,33.59,1665
MUFTI,49.7,0.0,7.99,LOW,33.58,1666
JAKHARIA,50.21,0.0,7.85,LOW,33.54,1667
GANGESSECU,50.4,0.0,7.79,LOW,33.51,1668
SSDL,32.81,2.0,6.88,LOW,33.49,1669
KRISHCA,32.47,2.0,6.95,LOW,33.47,1670
ISGEC,33.19,2.0,6.77,LOW,33.45,1671
GSLSU,17.09,4.0,5.49,LOW,33.39,1672
DKEGL,33.21,2.0,6.72,LOW,33.38,1673
BMWVENTLTD,32.31,2.0,6.91,LOW,33.34,1674
JUSTDIAL,32.26,2.0,6.92,LOW,33.34,1675
ALLCARGO,50.13,0.0,7.74,LOW,33.32,1676
MARATHON,32.58,2.0,6.81,LOW,33.28,1677
EXCELINDUS,32.34,2.0,6.86,LOW,33.27,1678
DANGEE,49.5,0.0,7.85,LOW,33.26,1679
GUJAPOLLO,50.25,0.0,7.67,LOW,33.25,1680
PRSMJOHNSN,50.06,0.0,7.69,LOW,33.21,1681
RADIANTCMS,49.6,0.0,7.78,LOW,33.18,1682
BSL,49.72,0.0,7.74,LOW,33.16,1683
CBAZAAR,32.54,2.0,6.71,LOW,33.09,1684
AMBER,31.67,2.0,6.82,LOW,32.93,1685
IONEXCHANG,31.92,2.0,6.74,LOW,32.89,1686
MARUTI,31.9,2.0,6.74,LOW,32.89,1687
PULZ,31.75,2.0,6.76,LOW,32.86,1688
NATCAPSUQ,49.06,0.0,7.69,LOW,32.81,1689
REGAAL,16.85,4.0,5.2,LOW,32.8,1690
TIRUMALCHM,31.35,2.0,6.81,LOW,32.79,1691
AWFIS,48.96,0.0,7.7,LOW,32.78,1692
KONTOR,15.57,4.0,5.48,LOW,32.77,1693
ZODIACLOTH,31.29,2.0,6.81,LOW,32.76,1694
BPL,49.08,0.0,7.65,LOW,32.75,1695
PENIND,48.95,0.0,7.68,LOW,32.75,1696
HATSUN,48.67,0.0,7.74,LOW,32.74,1697
DCG,31.34,2.0,6.76,LOW,32.7,1698
PATANJALI,31.3,2.0,6.77,LOW,32.7,1699
MONTECARLO,48.64,0.0,7.66,LOW,32.59,1700
BALAJEE,48.61,0.0,7.67,LOW,32.59,1701
LYPSAGEMS,48.56,0.0,7.68,LOW,32.59,1702
SUNREST,31.54,2.0,6.65,LOW,32.59,1703
ICEMAKE,31.04,2.0,6.77,LOW,32.59,1704
HILTON,49.16,0.0,7.49,LOW,32.5,1705
HYUNDAI,30.99,2.0,6.73,LOW,32.5,1706
PFS,48.28,0.0,7.66,LOW,32.44,1707
PREMIER,39.4,1.0,7.2,LOW,32.39,1708
PURVA,30.61,2.0,6.71,LOW,32.32,1709
RHL,30.13,2.0,6.81,LOW,32.3,1710
ICDSLTD,47.55,0.0,7.74,LOW,32.29,1711
LAOPALA,30.58,2.0,6.67,LOW,32.24,1712
CARRARO,30.4,2.0,6.71,LOW,32.23,1713
GARUDA,47.99,0.0,7.58,LOW,32.19,1714
ESFL,30.38,2.0,6.69,LOW,32.19,1715
UNIENTER,47.54,0.0,7.68,LOW,32.18,1716
ADVANIHOTR,47.76,0.0,7.62,LOW,32.17,1717
TAINWALCHM,32.12,2.0,6.26,LOW,32.15,1718
TEAMGTY,47.42,0.0,7.66,LOW,32.1,1719
KANANIIND,47.55,0.0,7.61,LOW,32.07,1720
MOXSH,30.64,2.0,6.56,LOW,32.07,1721
HCLTECH,39.6,1.0,6.95,LOW,32.04,1722
AMRUTANJAN,47.18,0.0,7.65,LOW,31.99,1723
PRICOLLTD,29.57,2.0,6.75,LOW,31.97,1724
TOKYOPLAST,47.87,0.0,7.46,LOW,31.94,1725
MARCO,47.53,0.0,7.54,LOW,31.94,1726
TOUCHWOOD,29.21,2.0,6.75,LOW,31.83,1727
CGRAPHICS,47.83,0.0,7.4,LOW,31.82,1728
NSIL,29.0,2.0,6.76,LOW,31.76,1729
CAPILLARY,47.02,0.0,7.49,LOW,31.65,1730
OMINFRAL,46.6,0.0,7.54,LOW,31.57,1731
RETAIL,20.58,3.0,6.1,LOW,31.55,1732
BAJFINANCE,28.82,2.0,6.64,LOW,31.48,1733
SUPREMEENG,30.21,2.0,6.31,LOW,31.47,1734
CRIZAC,28.52,2.0,6.69,LOW,31.45,1735
SLONE,29.89,2.0,6.36,LOW,31.43,1736
INGERRAND,28.7,2.0,6.62,LOW,31.4,1737
ROHLTD,28.65,2.0,6.63,LOW,31.4,1738
LTFOODS,28.66,2.0,6.62,LOW,31.38,1739
LICI,28.19,2.0,6.72,LOW,31.37,1740
TCIEXP,28.81,2.0,6.56,LOW,31.34,1741
KALAMANDIR,45.58,0.0,7.63,LOW,31.31,1742
BIGBLOC,28.18,2.0,6.69,LOW,31.31,1743
JITFINFRA,28.89,2.0,6.52,LOW,31.3,1744
HUBTOWN,45.67,0.0,7.59,LOW,31.28,1745
SHRADHA,29.15,2.0,6.44,LOW,31.27,1746
CRAYONS,28.72,2.0,6.52,LOW,31.24,1747
SIGNATURE,45.77,0.0,7.54,LOW,31.23,1748
SUKHJITS,28.6,2.0,6.54,LOW,31.22,1749
YCCL,45.88,0.0,7.5,LOW,31.21,1750
APLLTD,45.93,0.0,7.47,LOW,31.18,1751
VARDMNPOLY,20.48,3.0,5.89,LOW,31.15,1752
SCPL,15.79,4.0,4.47,LOW,31.12,1753
AHLUCONT,45.42,0.0,7.54,LOW,31.09,1754
JMFINANCIL,27.95,2.0,6.59,LOW,31.05,1755
ANUHPHR,45.64,0.0,7.45,LOW,31.03,1756
DLF,45.38,0.0,7.51,LOW,31.03,1757
TEXINFRA,45.13,0.0,7.56,LOW,31.01,1758
UCAL,45.5,0.0,7.46,LOW,30.99,1759
MOBIKWIK,45.34,0.0,7.49,LOW,30.98,1760
KEYFINSERV,27.69,2.0,6.6,LOW,30.96,1761
DIGJAMLMTD,27.61,2.0,6.61,LOW,30.95,1762
BRIGHOTEL,45.17,0.0,7.47,LOW,30.87,1763
ETHOSLTD,44.9,0.0,7.52,LOW,30.85,1764
STEL,44.77,0.0,7.53,LOW,30.82,1765
JKCEMENT,27.49,2.0,6.56,LOW,30.81,1766
HDFCAMC,27.21,2.0,6.59,LOW,30.75,1767
TAJGVK,44.58,0.0,7.53,LOW,30.74,1768
KITEX,27.11,2.0,6.58,LOW,30.7,1769
SUMEETINDS,44.53,0.0,7.51,LOW,30.69,1770
JAMNAAUTO,26.78,2.0,6.65,LOW,30.68,1771
ALANKIT,44.96,0.0,7.4,LOW,30.67,1772
DELAPLEX,26.83,2.0,6.61,LOW,30.63,1773
DRCSYSTEMS,45.01,0.0,7.36,LOW,30.62,1774
VLEGOV,28.0,2.0,6.28,LOW,30.54,1775
THOMASCOTT,44.36,0.0,7.46,LOW,30.53,1776
FLEXITUFF,26.94,2.0,6.52,LOW,30.52,1777
POLYMED,44.31,0.0,7.45,LOW,30.5,1778
WILLAMAGOR,44.22,0.0,7.47,LOW,30.49,1779
SURAJLTD,44.49,0.0,7.4,LOW,30.48,1780
DPSCLTD,27.53,2.0,6.35,LOW,30.47,1781
THEINVEST,43.72,0.0,7.56,LOW,30.45,1782
EMKAYTOOLS,44.77,0.0,7.31,LOW,30.44,1783
BOROLTD,27.43,2.0,6.35,LOW,30.43,1784
SUPREMEIND,26.61,2.0,6.54,LOW,30.43,1785
ARCHIDPLY,43.84,0.0,7.49,LOW,30.38,1786
SBGLP,27.19,2.0,6.38,LOW,30.38,1787
IMAGICAA,44.18,0.0,7.41,LOW,30.37,1788
LYKALABS,44.17,0.0,7.4,LOW,30.35,1789
LEMONTREE,43.95,0.0,7.44,LOW,30.33,1790
PVRINOX,43.22,0.0,7.6,LOW,30.32,1791
DBL,44.06,0.0,7.4,LOW,30.31,1792
SAMPANN,27.21,2.0,6.32,LOW,30.29,1793
GSS,44.37,0.0,7.31,LOW,30.28,1794
MEDICAMEQ,43.54,0.0,7.5,LOW,30.27,1795
NECLIFE,43.64,0.0,7.43,LOW,30.19,1796
BHAGERIA,43.6,0.0,7.42,LOW,30.16,1797
TCPLPACK,43.62,0.0,7.41,LOW,30.15,1798
VAKRANGEE,44.11,0.0,7.28,LOW,30.12,1799
FELDVR,43.64,0.0,7.37,LOW,30.09,1800
ARSSBL,43.26,0.0,7.45,LOW,30.08,1801
RCOM,43.75,0.0,7.33,LOW,30.07,1802
SECURKLOUD,27.45,2.0,6.13,LOW,30.06,1803
AARTIPHARM,26.15,2.0,6.43,LOW,30.05,1804
SONAMAC,43.98,0.0,7.26,LOW,30.04,1805
VRLLOG,26.17,2.0,6.4,LOW,30.01,1806
SHANTIGEAR,43.32,0.0,7.38,LOW,29.98,1807
MANGLMCEM,43.78,0.0,7.27,LOW,29.97,1808
REGENCERAM,43.15,0.0,7.41,LOW,29.96,1809
AISL,25.65,2.0,6.44,LOW,29.87,1810
RULKA,43.61,0.0,7.23,LOW,29.84,1811
GICHSGFIN,42.8,0.0,7.4,LOW,29.81,1812
SIGMA,43.73,0.0,7.18,LOW,29.8,1813
YUKEN,25.95,2.0,6.33,LOW,29.8,1814
MAHLIFE,42.36,0.0,7.49,LOW,29.78,1815
JISLDVREQS,42.73,0.0,7.39,LOW,29.76,1816
TBOTEK,42.6,0.0,7.41,LOW,29.74,1817
KLL,43.01,0.0,7.3,LOW,29.72,1818
UMAEXPORTS,25.48,2.0,6.39,LOW,29.72,1819
DHRUV,43.46,0.0,7.19,LOW,29.71,1820
VERTEXPLUS,25.76,2.0,6.3,LOW,29.68,1821
ZEEMEDIA,42.25,0.0,7.42,LOW,29.62,1822
INFOLLION,42.0,0.0,7.48,LOW,29.62,1823
SHAREINDIA,42.17,0.0,7.42,LOW,29.59,1824
AIROLAM,25.04,2.0,6.42,LOW,29.59,1825
RADAAN,42.22,0.0,7.39,LOW,29.56,1826
MOKSH,42.23,0.0,7.37,LOW,29.53,1827
KOKUYOCMLN,42.3,0.0,7.34,LOW,29.5,1828
BIRLANU,25.23,2.0,6.28,LOW,29.43,1829
SAMBHV,42.56,0.0,7.2,LOW,29.37,1830
MANGALAM,41.89,0.0,7.35,LOW,29.36,1831
SHIVATEX,24.36,2.0,6.44,LOW,29.36,1832
HEIDELBERG,24.81,2.0,6.33,LOW,29.35,1833
THELEELA,24.25,2.0,6.43,LOW,29.29,1834
PRABHA,42.15,0.0,7.24,LOW,29.27,1835
MASFIN,41.77,0.0,7.33,LOW,29.27,1836
MSCIINDIA,41.68,0.0,7.34,LOW,29.25,1837
HPAL,42.07,0.0,7.24,LOW,29.24,1838
AVG,41.74,0.0,7.29,LOW,29.19,1839
ANMOL,41.83,0.0,7.26,LOW,29.18,1840
BRNL,41.81,0.0,7.26,LOW,29.17,1841
SPCL,24.23,2.0,6.35,LOW,29.15,1842
SYSTANGO,25.08,2.0,6.13,LOW,29.11,1843
SANATHAN,41.26,0.0,7.34,LOW,29.09,1844
JSL,24.56,2.0,6.24,LOW,29.09,1845
SAGCEM,41.55,0.0,7.27,LOW,29.08,1846
XTGLOBAL,24.44,2.0,6.26,LOW,29.08,1847
SJVN,41.57,0.0,7.25,LOW,29.06,1848
DELPHIFX,23.4,2.0,6.47,LOW,29.02,1849
GLOBALVECT,42.15,0.0,7.09,LOW,29.01,1850
NPBET,23.42,2.0,6.46,LOW,29.01,1851
UNITECH,23.38,2.0,6.47,LOW,29.01,1852
SHYAMCENT,41.61,0.0,7.21,LOW,29.0,1853
KCPSUGIND,41.42,0.0,7.25,LOW,29.0,1854
COMSYN,41.17,0.0,7.31,LOW,29.0,1855
DCMSHRIRAM,41.85,0.0,7.13,LOW,28.96,1856
AMBUJACEM,23.66,2.0,6.35,LOW,28.92,1857
ZOTA,41.76,0.0,7.12,LOW,28.91,1858
PRLIND,24.31,2.0,6.19,LOW,28.91,1859
MANYAVAR,41.15,0.0,7.25,LOW,28.89,1860
SHAKTIPUMP,41.37,0.0,7.19,LOW,28.87,1861
KKVAPOW,40.78,0.0,7.31,LOW,28.84,1862
PRAKASHSTL,41.25,0.0,7.19,LOW,28.83,1863
ENIL,40.67,0.0,7.33,LOW,28.83,1864
21STCENMGM,40.18,0.0,7.41,LOW,28.77,1865
CONS,40.65,0.0,7.29,LOW,28.76,1866
TTML,40.47,0.0,7.33,LOW,28.75,1867
PIONEEREMB,23.1,2.0,6.38,LOW,28.75,1868
GIRIRAJ,40.56,0.0,7.28,LOW,28.7,1869
TATVA,40.58,0.0,7.26,LOW,28.68,1870
FIRSTCRY,40.74,0.0,7.22,LOW,28.67,1871
RUSTOMJEE,40.54,0.0,7.26,LOW,28.66,1872
GOYALALUM,40.3,0.0,7.26,LOW,28.57,1873
VINNY,40.46,0.0,7.21,LOW,28.54,1874
VENTIVE,39.89,0.0,7.34,LOW,28.54,1875
HEADSUP,23.08,2.0,6.26,LOW,28.53,1876
COLPAL,22.55,2.0,6.38,LOW,28.53,1877
DENORA,40.83,0.0,7.08,LOW,28.47,1878
LAXMICOT,23.18,2.0,6.2,LOW,28.47,1879
MGL,40.49,0.0,7.14,LOW,28.44,1880
SURAJEST,23.38,2.0,6.13,LOW,28.43,1881
GILLETTE,39.92,0.0,7.24,LOW,28.38,1882
PRAENG,39.99,0.0,7.19,LOW,28.32,1883
WSI,40.02,0.0,7.16,LOW,28.28,1884
BHARTIARTL,39.45,0.0,7.24,LOW,28.19,1885
WINSOL,22.0,2.0,6.31,LOW,28.19,1886
NCC,39.74,0.0,7.16,LOW,28.17,1887
LICNFNHGP,39.37,0.0,7.2,LOW,28.09,1888
PNGJL,40.19,0.0,6.98,LOW,28.04,1889
MANDEEP,39.67,0.0,7.1,LOW,28.04,1890
TVVISION,21.63,2.0,6.31,LOW,28.04,1891
BAYERCROP,39.54,0.0,7.1,LOW,27.99,1892
VGUARD,39.35,0.0,7.12,LOW,27.95,1893
PNC,21.72,2.0,6.2,LOW,27.89,1894
HMT,39.42,0.0,7.06,LOW,27.87,1895
DICIND,38.77,0.0,7.17,LOW,27.8,1896
NETWORK18,22.09,2.0,6.06,LOW,27.8,1897
NILKAMAL,38.85,0.0,7.14,LOW,27.78,1898
INDUSTOWER,38.03,0.0,7.32,LOW,27.76,1899
ACL,38.65,0.0,7.17,LOW,27.75,1900
AADHARHFC,38.61,0.0,7.18,LOW,27.75,1901
SHILCTECH,39.3,0.0,7.01,LOW,27.74,1902
MVGJL,39.21,0.0,7.03,LOW,27.74,1903
RICOAUTO,21.02,2.0,6.26,LOW,27.71,1904
ECLERX,38.7,0.0,7.12,LOW,27.69,1905
RSSOFTWARE,38.97,0.0,6.97,LOW,27.54,1906
GHCL,38.74,0.0,7.02,LOW,27.53,1907
SWANCORP,21.64,2.0,6.01,LOW,27.53,1908
ALICON,38.39,0.0,7.09,LOW,27.51,1909
DIAMINESQ,38.33,0.0,7.09,LOW,27.49,1910
HERITGFOOD,38.33,0.0,7.09,LOW,27.49,1911
HINDCOMPOS,38.99,0.0,6.93,LOW,27.48,1912
WONDERLA,38.66,0.0,7.0,LOW,27.46,1913
RACLGEAR,20.97,2.0,6.12,LOW,27.45,1914
RBZJEWEL,38.73,0.0,6.95,LOW,27.41,1915
KUANTUM,21.18,2.0,6.05,LOW,27.41,1916
BIRET,37.95,0.0,7.13,LOW,27.4,1917
GPPL,38.17,0.0,7.07,LOW,27.39,1918
ORIENTALTL,38.33,0.0,7.03,LOW,27.38,1919
NITIRAJ,38.16,0.0,7.06,LOW,27.37,1920
MVKAGRO,21.29,2.0,5.99,LOW,27.36,1921
GRINFRA,37.86,0.0,7.08,LOW,27.28,1922
BMETRICS,38.0,0.0,7.02,LOW,27.23,1923
AAATECH,38.09,0.0,6.99,LOW,27.22,1924
ALLTIME,37.09,0.0,7.21,LOW,27.2,1925
SARVESHWAR,37.39,0.0,7.12,LOW,27.16,1926
LIBERTSHOE,37.65,0.0,7.05,LOW,27.15,1927
CREST,37.27,0.0,7.14,LOW,27.15,1928
USK,20.31,2.0,6.05,LOW,27.07,1929
ITALIANE,20.25,2.0,6.04,LOW,27.03,1930
TGBHOTELS,37.39,0.0,7.04,LOW,27.02,1931
PPL,37.48,0.0,7.01,LOW,27.01,1932
MCL,36.97,0.0,7.12,LOW,26.99,1933
TUNWAL,37.2,0.0,7.06,LOW,26.98,1934
IDBI,21.04,2.0,5.83,LOW,26.98,1935
AXITA,37.49,0.0,6.97,LOW,26.94,1936
GVPTECH,37.66,0.0,6.92,LOW,26.93,1937
EIMCOELECO,37.03,0.0,7.06,LOW,26.91,1938
MOTOUR,36.97,0.0,7.07,LOW,26.91,1939
NILAINFRA,36.96,0.0,7.07,LOW,26.9,1940
PROZONER,37.58,0.0,6.92,LOW,26.89,1941
SMLMAH,19.99,2.0,5.99,LOW,26.84,1942
MPTODAY,36.49,0.0,7.13,LOW,26.82,1943
VSTL,37.41,0.0,6.91,LOW,26.81,1944
BAJAJINDEF,37.13,0.0,6.97,LOW,26.8,1945
EMSLIMITED,37.09,0.0,6.98,LOW,26.8,1946
FOODSIN,36.65,0.0,7.05,LOW,26.75,1947
BYKE,20.47,2.0,5.83,LOW,26.75,1948
MAGADSUGAR,36.83,0.0,6.99,LOW,26.71,1949
DBCORP,36.54,0.0,7.05,LOW,26.7,1950
IL&FSTRANS,37.0,0.0,6.93,LOW,26.68,1951
ATL,36.54,0.0,7.04,LOW,26.68,1952
SUPERSPIN,19.19,2.0,6.08,LOW,26.67,1953
ASTRON,36.92,0.0,6.92,LOW,26.63,1954
MEIL,36.85,0.0,6.93,LOW,26.62,1955
ARABIAN,36.28,0.0,7.06,LOW,26.61,1956
REPL,20.21,2.0,5.78,LOW,26.56,1957
AKG,36.64,0.0,6.94,LOW,26.55,1958
FILATFASH,36.39,0.0,6.99,LOW,26.54,1959
RELIANCE,36.12,0.0,7.05,LOW,26.53,1960
RPPINFRA,20.35,2.0,5.72,LOW,26.52,1961
ALKEM,36.21,0.0,7.01,LOW,26.5,1962
INDIQUBE,35.88,0.0,7.08,LOW,26.49,1963
SINCLAIR,36.09,0.0,7.02,LOW,26.47,1964
FEL,36.21,0.0,6.98,LOW,26.45,1965
BHARTIHEXA,35.86,0.0,7.05,LOW,26.43,1966
VRAJ,19.74,2.0,5.81,LOW,26.43,1967
DOLATALGO,35.92,0.0,7.03,LOW,26.42,1968
GODIGIT,35.96,0.0,7.01,LOW,26.4,1969
GATEWAY,35.97,0.0,7.0,LOW,26.39,1970
ABFRL,35.9,0.0,7.02,LOW,26.39,1971
PATELRMART,35.67,0.0,7.06,LOW,26.37,1972
MBEL,36.11,0.0,6.94,LOW,26.34,1973
PUNJABCHEM,19.23,2.0,5.88,LOW,26.34,1974
GALAXYSURF,35.78,0.0,7.01,LOW,26.33,1975
TIRUPATI,35.3,0.0,7.11,LOW,26.31,1976
HLVLTD,36.06,0.0,6.92,LOW,26.29,1977
UNITDSPR,35.69,0.0,7.01,LOW,26.29,1978
GAYAHWS,36.04,0.0,6.92,LOW,26.28,1979
BASF,35.84,0.0,6.95,LOW,26.25,1980
MIDWESTLTD,35.83,0.0,6.94,LOW,26.23,1981
PAR,35.54,0.0,7.0,LOW,26.22,1982
GRMOVER,35.25,0.0,7.07,LOW,26.22,1983
RBMINFRA,20.21,2.0,5.58,LOW,26.22,1984
INTENTECH,36.16,0.0,6.84,LOW,26.19,1985
RHIM,19.35,2.0,5.76,LOW,26.19,1986
