Symbol,RS_5D,RS_15D,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS
BCLIND.NS,-4.66,-7.78,2.18,24.46,-6.84,4.83
PVRINOX.NS,-4.84,-8.81,2.18,-1.31,-7.02,7.11
SRGHFL.NS,-0.86,2.55,2.17,10.27,-3.03,5.26
SWIGGY.NS,4.48,-1.57,2.16,-8.33,2.3200000000000003,5.64
HEG.NS,-3.26,-0.54,2.16,9.17,-5.42,4.66
RELAXO.NS,2.6,1.82,2.15,-9.0,0.4500000000000002,5.9
NYKAA.NS,-4.71,-1.67,2.13,7.08,-6.84,7.75
WESTLIFE.NS,-0.81,-3.4,2.12,1.27,-2.93,5.42
FLEXITUFF.NS,-2.33,-3.46,2.12,-30.36,-4.45,4.04
CYIENT.NS,0.32,3.67,2.11,2.7,-1.7899999999999998,5.85
DCMFINSERV.NS,15.83,23.69,2.06,35.31,13.77,2.89
HLVLTD.NS,5.41,-2.33,2.06,9.09,3.35,3.76
BIOFILCHEM.NS,11.69,6.34,2.05,11.97,9.64,2.42
REPCOHOME.NS,-2.55,-2.76,2.05,6.16,-4.6,6.17
BLUSPRING.NS,-7.43,4.66,2.05,32.23,-9.48,4.2
ANIKINDS.NS,1.95,-1.32,2.02,4.74,-0.07000000000000006,3.88
ALIVUS.NS,-0.15,-3.18,2.02,28.82,-2.17,7.63
INTLCONV.NS,-2.27,-2.72,2.02,6.91,-4.29,5.39
OIL.NS,-4.26,10.31,2.0,9.91,-6.26,5.61
MAHICKRA.NS,-4.96,0.51,1.99,31.99,-6.95,4.45
CSLFINANCE.NS,7.34,4.83,1.98,-1.53,5.359999999999999,4.8
SEL.NS,3.14,6.7,1.97,9.73,1.1700000000000002,2.77
PURVA.NS,-1.21,1.25,1.97,7.55,-3.1799999999999997,3.77
AHLEAST.NS,-5.61,1.59,1.97,12.19,-7.58,5.18
HOMEFIRST.NS,2.52,-7.25,1.96,-1.35,0.56,4.75
BEPL.NS,-1.08,0.71,1.95,22.93,-3.0300000000000002,6.08
INDTERRAIN.NS,2.56,6.35,1.94,6.9,0.6200000000000001,4.36
CHEMFAB.NS,-2.23,-0.83,1.94,9.25,-4.17,3.95
MARUTI.NS,1.71,-0.88,1.93,-4.78,-0.21999999999999997,7.37
JIOFIN.NS,2.43,-2.08,1.92,1.2,0.5100000000000002,5.99
MFSL.NS,2.43,3.59,1.9,-2.87,0.5300000000000002,6.76
ALANKIT.NS,3.44,-1.3,1.88,3.7,1.56,4.37
ALICON.NS,2.22,-4.95,1.87,-9.05,0.3500000000000001,4.58
INDIGRID.NS,0.19,2.95,1.87,13.23,-1.6800000000000002,23.9
MOS.NS,9.62,17.71,1.85,-29.75,7.77,3.06
MANAKCOAT.NS,6.58,6.48,1.84,-3.42,4.74,4.12
IGCL.NS,1.06,-3.59,1.84,4.74,-0.78,4.38
PILANIINVS.NS,3.29,-1.78,1.79,9.52,1.5,5.6
AKUMS.NS,2.86,-1.34,1.79,17.68,1.0699999999999998,5.43
INM.NS,8.21,9.97,1.78,7.93,6.430000000000001,2.94
ACE.NS,-0.0,3.92,1.78,11.35,-1.78,5.0
LOVABLE.NS,-0.58,-1.63,1.77,-0.07,-2.35,3.68
IOC.NS,3.19,-1.16,1.75,-13.98,1.44,5.83
ANMOL.NS,2.05,-3.96,1.75,5.89,0.2999999999999998,3.59
PRAKASHSTL.NS,3.26,0.02,1.74,10.97,1.5199999999999998,3.1
UMIYA-MRO.NS,-0.37,-3.31,1.74,4.24,-2.11,3.81
ARIHANTSUP.NS,6.98,-3.48,1.72,9.37,5.260000000000001,3.39
SHAKTIPUMP.NS,0.02,-9.46,1.72,0.86,-1.7,2.94
IRBINVIT.NS,-0.77,1.46,1.71,6.61,-2.48,20.33
UYFINCORP.NS,-3.31,2.13,1.7,7.46,-5.01,4.5
REDINGTON.NS,-1.65,1.58,1.67,-1.25,-3.32,3.73
PAYTM.NS,-3.21,3.39,1.67,6.02,-4.88,4.04
NILKAMAL.NS,3.37,1.64,1.65,-0.95,1.7200000000000002,5.19
UPL.NS,2.36,1.18,1.65,10.67,0.71,4.27
BHANDARI.NS,-1.66,5.08,1.65,8.35,-3.3099999999999996,2.5
ITCHOTELS.NS,1.5,-5.22,1.64,-6.79,-0.1399999999999999,4.97
AIRAN.NS,3.19,3.35,1.63,9.29,1.56,2.54
MUTHOOTMF.NS,-1.98,-15.59,1.62,6.37,-3.6,3.41
HATSUN.NS,-2.18,-4.23,1.62,10.28,-3.8000000000000003,5.75
DUGLOBAL.NS,-6.61,-11.8,1.62,0.74,-8.23,2.19
VHLTD.NS,0.94,3.61,1.55,2.66,-0.6100000000000001,4.9
KRITIKA.NS,3.85,-0.8,1.54,7.22,2.31,3.03
PPAP.NS,0.07,5.39,1.52,2.23,-1.45,3.12
GTL.NS,0.98,3.85,1.49,12.02,-0.51,2.64
CUB.NS,0.47,-5.37,1.49,-6.54,-1.02,3.74
EXCELSOFT.NS,-2.58,0.01,1.48,16.4,-4.0600000000000005,2.37
NIDAN.NS,4.34,3.92,1.47,-3.29,2.87,2.49
TOTAL.NS,1.12,-7.09,1.47,-11.82,-0.34999999999999987,2.47
PGINVIT.NS,-0.73,4.25,1.47,13.01,-2.2,12.85
WENDT.NS,-1.11,1.15,1.47,9.83,-2.58,3.96
NBIFIN.NS,-1.35,-8.38,1.47,6.27,-2.8200000000000003,4.01
AADHARHFC.NS,-1.43,-2.77,1.47,12.33,-2.9,5.16
LICNFNHGP.NS,0.71,0.65,1.46,2.03,-0.75,8.71
MFML.NS,-2.99,-0.76,1.44,6.52,-4.43,2.8
KRISHCA.NS,-3.95,1.66,1.43,9.55,-5.38,2.81
ABSLAMC.NS,-0.44,-1.99,1.42,17.84,-1.8599999999999999,3.47
WAAREERTL.NS,4.16,-3.66,1.41,21.36,2.75,3.48
IRB.NS,1.82,1.35,1.41,15.14,0.41000000000000014,4.57
LGEINDIA.NS,-0.88,-0.92,1.41,3.51,-2.29,4.54
JAYSREETEA.NS,-1.17,-11.71,1.41,9.12,-2.58,3.77
GPTHEALTH.NS,-2.43,1.14,1.39,21.52,-3.8200000000000003,5.29
RPPINFRA.NS,6.94,-4.48,1.38,1.42,5.5600000000000005,2.66
ARCHIDPLY.NS,0.38,-3.17,1.38,4.15,-0.9999999999999999,2.84
NAHARPOLY.NS,4.05,-0.51,1.36,17.91,2.6899999999999995,2.69
ULTRACEMCO.NS,1.39,-1.63,1.35,-4.08,0.039999999999999813,4.86
SHREDIGCEM.NS,0.71,-3.58,1.35,6.42,-0.6400000000000001,3.39
ALKEM.NS,-0.76,-0.16,1.35,5.5,-2.1100000000000003,5.27
BAJAJHIND.NS,0.33,-8.55,1.33,27.91,-1.0,3.32
NSIL.NS,2.71,-1.24,1.31,2.31,1.4,4.3
GALLANTT.NS,1.85,-16.82,1.28,32.38,0.5700000000000001,2.18
NXST.NS,-1.27,3.57,1.28,4.25,-2.55,7.36
EIHOTEL.NS,-3.89,-4.34,1.28,3.94,-5.17,4.24
KAMATHOTEL.NS,2.12,-1.11,1.24,-3.45,0.8800000000000001,2.9
AIROLAM.NS,0.9,-0.47,1.24,-3.13,-0.33999999999999997,4.03
MEDPLUS.NS,-4.18,1.69,1.24,12.31,-5.42,4.34
AGIIL.NS,-5.37,-0.3,1.24,31.94,-6.61,2.25
ROTO.NS,0.31,-2.78,1.21,1.86,-0.8999999999999999,2.45
TVSSRICHAK.NS,11.04,2.92,1.18,7.19,9.86,2.97
IGL.NS,5.23,-1.14,1.18,2.88,4.050000000000001,4.0
INFINIUM.NS,2.77,4.22,1.15,7.87,1.62,3.99
BANKINDIA.NS,4.53,5.1,1.13,-10.92,3.4000000000000004,2.99
TECHM.NS,0.1,1.0,1.13,15.06,-1.0299999999999998,3.78
INDIASHLTR.NS,-0.08,-4.6,1.12,17.24,-1.2000000000000002,3.51
SURANAT&P.NS,-0.5,-1.37,1.1,9.3,-1.6,2.87
AMBICAAGAR.NS,0.98,2.63,1.08,1.45,-0.10000000000000009,3.21
HUBTOWN.NS,-1.6,1.88,1.07,8.52,-2.67,1.91
ESCONET.NS,1.29,-8.16,1.06,7.73,0.22999999999999998,1.64
SOLEX.NS,-3.9,-3.4,1.06,41.21,-4.96,1.61
MEGASTAR.NS,-11.51,-1.81,1.06,39.87,-12.57,2.47
IZMO.NS,1.21,2.76,1.04,-5.72,0.16999999999999993,1.7
TNPETRO.NS,-1.4,3.89,1.04,5.43,-2.44,3.51
MAHLIFE.NS,3.63,3.13,1.03,-1.61,2.5999999999999996,2.84
BHARTIHEXA.NS,-4.86,3.15,1.03,-1.35,-5.890000000000001,3.86
HAPPSTMNDS.NS,0.14,-0.63,1.02,10.98,-0.88,2.25
VENKEYS.NS,-1.33,-4.05,1.02,16.73,-2.35,2.24
OMFURN.NS,-2.19,-4.51,1.01,14.66,-3.2,1.2
RKDL.NS,3.34,-1.4,1.0,17.27,2.34,1.86
MPSLTD.NS,-2.19,12.66,0.99,25.33,-3.1799999999999997,2.2
ROXHITECH.NS,6.09,5.09,0.98,8.28,5.109999999999999,1.74
PHOENIXLTD.NS,0.46,-1.95,0.98,11.32,-0.52,3.51
VHL.NS,-5.73,-8.66,0.94,9.09,-6.67,2.64
ORIENTHOT.NS,-0.27,-6.53,0.93,2.99,-1.2000000000000002,2.28
OLECTRA.NS,-0.47,-1.9,0.93,27.44,-1.4,1.79
AJOONI.NS,1.34,-0.1,0.91,-3.2,0.43000000000000005,1.96
PROLIFE.NS,-1.04,3.59,0.91,-7.99,-1.9500000000000002,1.86
BAJAJHFL.NS,3.0,0.66,0.89,4.76,2.11,3.37
BAJAJFINSV.NS,1.03,0.28,0.89,-5.84,0.14,3.65
ALLDIGI.NS,0.02,2.1,0.89,6.89,-0.87,2.37
INFOMEDIA.NS,1.28,8.89,0.88,30.17,0.4,1.8
ACC.NS,4.45,2.68,0.87,-6.3,3.58,3.37
SWANCORP.NS,-0.85,-6.42,0.86,-11.38,-1.71,2.19
CREST.NS,-2.01,-2.76,0.86,11.63,-2.8699999999999997,2.27
CMSINFO.NS,0.08,8.15,0.84,6.07,-0.76,3.16
ASHOKA.NS,-3.22,-8.79,0.84,-6.28,-4.0600000000000005,1.91
NAUKRI.NS,5.62,4.29,0.83,5.07,4.79,2.87
EXXARO.NS,0.33,-3.34,0.8,-5.12,-0.47000000000000003,2.0
NAVA.NS,-2.99,-10.44,0.8,13.23,-3.79,1.86
GALAXYSURF.NS,-1.2,-2.8,0.79,-0.18,-1.99,2.53
GSFC.NS,-5.55,-3.21,0.78,5.06,-6.33,2.43
GICL.NS,0.41,1.47,0.77,-13.16,-0.36000000000000004,1.54
MAHSEAMLES.NS,-1.89,2.13,0.75,26.54,-2.6399999999999997,3.06
DTIL.NS,-0.48,-8.5,0.73,3.35,-1.21,2.02
UTKARSHBNK.NS,0.38,-10.69,0.7,-6.13,-0.31999999999999995,1.5
PODDARMENT.NS,-0.23,-0.84,0.65,13.37,-0.88,1.77
BESTAGRO.NS,5.37,-0.94,0.63,10.29,4.74,1.11
PRIMESECU.NS,0.19,0.8,0.63,10.97,-0.44,2.06
AJMERA.NS,-1.56,-4.13,0.63,-3.33,-2.19,1.18
FINOPB.NS,9.17,3.08,0.6,-30.51,8.57,0.95
ASALCBR.NS,4.66,-1.5,0.6,11.37,4.0600000000000005,1.49
STARCEMENT.NS,0.45,-5.96,0.6,5.84,-0.14999999999999997,2.53
LOTUSEYE.NS,-1.87,-6.32,0.6,6.44,-2.47,1.18
RUDRA.NS,-9.22,-9.09,0.6,10.86,-9.82,0.94
IFGLEXPOR.NS,3.42,-6.17,0.59,10.35,2.83,1.19
MONEYBOXX.NS,1.82,-1.21,0.59,18.02,1.23,1.14
ENIL.NS,-2.06,-7.46,0.57,10.42,-2.63,1.74
VSTL.NS,-2.67,-6.49,0.57,8.82,-3.2399999999999998,1.39
SHREMINVIT.NS,-1.14,1.61,0.56,10.11,-1.7,2.74
JAMNAAUTO.NS,9.89,1.02,0.54,-7.78,9.350000000000001,1.14
ELIN.NS,-3.97,-11.48,0.54,-6.48,-4.51,1.07
ANUP.NS,-1.29,-6.61,0.53,26.98,-1.82,1.03
GENUSPAPER.NS,-2.12,-4.37,0.53,6.6,-2.6500000000000004,1.12
PATELRMART.NS,-7.74,-9.74,0.5,9.77,-8.24,0.93
OMAXE.NS,0.32,-6.55,0.49,7.97,-0.16999999999999998,0.9
TVVISION.NS,-0.47,0.06,0.49,-6.28,-0.96,0.72
AATMAJ.NS,1.21,1.77,0.47,10.15,0.74,0.61
ORKLAINDIA.NS,-4.64,-2.91,0.45,12.08,-5.09,1.62
DOLLAR.NS,-3.78,-9.25,0.44,-3.03,-4.22,0.89
PRABHA.NS,-4.64,5.16,0.43,-6.41,-5.069999999999999,0.89
WINDLAS.NS,1.65,-3.09,0.4,14.51,1.25,1.12
LYKALABS.NS,-6.06,-1.49,0.39,-0.19,-6.449999999999999,0.76
MTNL.NS,6.64,-1.04,0.38,10.93,6.26,0.73
CUBEXTUB.NS,-0.45,-10.55,0.37,-10.96,-0.8200000000000001,0.51
HINDCOMPOS.NS,0.61,-9.41,0.33,2.42,0.27999999999999997,0.69
GANGESSECU.NS,-1.84,-3.09,0.31,5.58,-2.15,0.89
GATEWAY.NS,1.97,-4.6,0.3,1.47,1.67,0.85
OBEROIRLTY.NS,2.97,3.07,0.29,19.21,2.68,1.04
PCJEWELLER.NS,10.9,-2.57,0.28,-2.84,10.620000000000001,0.64
SICALLOG.NS,-0.18,-1.33,0.26,4.43,-0.44,0.58
ESG.NS,0.16,-0.04,0.25,1.5,-0.09,1.5
DMCC.NS,-5.53,-4.83,0.24,32.88,-5.7700000000000005,0.4
BRNL.NS,-1.04,-6.63,0.23,8.73,-1.27,0.5
ORCHASP.NS,-2.01,0.77,0.23,-18.41,-2.2399999999999998,0.41
MAHASTEEL.NS,18.44,15.73,0.22,31.55,18.220000000000002,0.51
VGUARD.NS,1.31,-3.43,0.21,7.35,1.1,0.81
SHANKARA.NS,-2.4,8.13,0.2,31.36,-2.6,0.36
SAROJA.NS,-2.54,0.23,0.19,-1.25,-2.73,0.54
INDIANHUME.NS,2.41,-5.99,0.16,-2.93,2.25,0.39
ICRA.NS,-1.58,0.96,0.16,1.27,-1.74,0.73
VERITAAS.NS,-1.04,-2.3,0.15,-17.27,-1.19,0.28
HEXATRADEX.NS,-3.49,-2.48,0.15,8.69,-3.64,0.7
ITC.NS,-3.5,-1.76,0.15,-1.41,-3.65,0.62
ABGSEC.NS,-0.66,1.63,0.14,5.41,-0.8,1.5
SYNOPTICS.NS,-1.85,-11.14,0.14,-9.51,-1.9900000000000002,0.25
DOLPHIN.NS,-2.95,-3.98,0.14,-2.08,-3.0900000000000003,0.25
BVCL.NS,-1.09,-7.04,0.11,6.4,-1.2000000000000002,0.19
RITES.NS,-0.19,-7.42,0.1,0.96,-0.29000000000000004,0.3
GICHSGFIN.NS,-0.59,-1.78,0.09,2.81,-0.6799999999999999,0.34
MEGATHERM.NS,-9.52,-9.59,0.08,13.9,-9.6,0.14
RVHL.NS,-3.12,-6.21,0.04,7.2,-3.16,0.07
GICRE.NS,0.04,-0.61,0.01,7.59,0.03,0.04
IRFC.NS,1.06,-5.43,0.0,-2.59,1.06,0.0
SIGNATURE.NS,-3.37,-8.01,0.0,-8.47,-3.37,0.0
LINDEINDIA.NS,-1.0,-2.47,-0.01,16.32,-0.99,-0.03
BHAGERIA.NS,2.43,-4.45,-0.02,7.52,2.45,-0.05
FEDERALBNK.NS,-1.38,0.35,-0.03,3.92,-1.3499999999999999,-0.11
INDBANK.NS,-2.35,-1.82,-0.03,-1.34,-2.3200000000000003,-0.06
VADILALIND.NS,4.93,-3.24,-0.04,-2.15,4.97,-0.1
UCOBANK.NS,3.04,-3.62,-0.05,-5.56,3.09,-0.16
ACCELYA.NS,1.08,-0.85,-0.06,3.18,1.1400000000000001,-0.2
MALUPAPER.NS,0.47,-1.2,-0.06,10.59,0.53,-0.15
RADIANTCMS.NS,2.23,-0.67,-0.08,19.91,2.31,-0.18
NCC.NS,2.66,-9.03,-0.09,8.6,2.75,-0.27
JINDALSTEL.NS,-1.24,-1.75,-0.1,5.25,-1.14,-0.32
GODREJAGRO.NS,1.37,3.13,-0.11,-2.02,1.4800000000000002,-0.34
COMSYN.NS,-2.39,1.86,-0.16,-14.53,-2.23,-0.45
NTPCGREEN.NS,-2.53,-1.86,-0.17,23.42,-2.36,-0.47
PSB.NS,2.07,-3.17,-0.19,-0.84,2.26,-0.54
BGRENERGY.NS,16.08,17.91,-0.2,6.12,16.279999999999998,-0.36
JTEKTINDIA.NS,4.09,-5.09,-0.2,3.38,4.29,-0.5
TRIDENT.NS,2.68,-3.18,-0.22,3.52,2.9000000000000004,-0.57
ARFIN.NS,1.32,1.01,-0.23,41.13,1.55,-0.58
TIRUPATI.NS,-5.98,1.7,-0.26,-8.39,-5.720000000000001,-0.68
BIKAJI.NS,-6.74,-4.92,-0.26,7.85,-6.48,-1.04
BTML.NS,1.75,4.81,-0.27,-7.35,2.02,-0.47
SALASAR.NS,1.52,-4.39,-0.27,-3.88,1.79,-0.59
KAMOPAINTS.NS,0.65,0.46,-0.27,31.95,0.92,-0.5
AHIMSA.NS,-1.04,1.77,-0.27,5.92,-0.77,-1.28
AVSL.NS,-1.04,1.77,-0.27,6.35,-0.77,-2.61
DRSDILIP.NS,-1.04,1.77,-0.27,24.59,-0.77,-0.62
JAKHARIA.NS,-1.04,1.77,-0.27,6.35,-0.77,-inf
JETKNIT.NS,-1.04,1.77,-0.27,6.35,-0.77,-1.7
KALYANI.NS,-1.04,1.77,-0.27,6.35,-0.77,-inf
MINDPOOL.NS,-1.04,1.77,-0.27,6.35,-0.77,-inf
SHAIVAL.NS,-1.04,1.77,-0.27,15.06,-0.77,-3.2
SUNDARAM.NS,-1.04,1.05,-0.27,-4.63,-0.77,-0.61
VASA.NS,-1.04,1.77,-0.27,4.11,-0.77,-3.57
VERA.NS,-1.04,1.77,-0.27,4.98,-0.77,-4.98
MBAPL.NS,-3.43,-5.95,-0.27,21.22,-3.16,-0.75
IITL.NS,-7.27,-4.1,-0.27,25.75,-7.0,-0.57
VIAZ.NS,-9.36,-1.38,-0.27,-0.12,-9.09,-0.75
PFC.NS,-0.08,-4.9,-0.28,10.8,0.2,-0.86
MANBA.NS,0.59,-4.34,-0.31,-5.43,0.8999999999999999,-1.03
AVG.NS,-5.16,-5.42,-0.33,15.25,-4.83,-0.49
POWERGRID.NS,-0.96,-3.32,-0.34,4.73,-0.6199999999999999,-1.53
SAFARI.NS,1.13,5.16,-0.38,-13.24,1.5099999999999998,-0.94
DYNPRO.NS,0.46,2.6,-0.39,8.53,0.8500000000000001,-0.75
VISHNUINFR.NS,7.74,2.84,-0.41,11.5,8.15,-0.71
KKVAPOW.NS,-1.04,1.61,-0.43,-1.97,-0.6100000000000001,-1.81
MIRZAINT.NS,6.57,-4.59,-0.52,-3.08,7.09,-1.1
KIRIINDUS.NS,0.6,-4.74,-0.52,-6.81,1.12,-0.9
ELECTCAST.NS,3.58,-11.23,-0.53,25.1,4.11,-0.89
MATRIMONY.NS,-0.8,0.2,-0.54,3.84,-0.26,-1.53
HBSL.NS,-7.68,-7.2,-0.54,-3.06,-7.14,-1.38
ITALIANE.NS,-2.02,-8.55,-0.55,-9.44,-1.47,-0.81
GSMFOILS.NS,-1.21,-4.86,-0.57,3.1,-0.64,-1.19
PPL.NS,8.69,-1.44,-0.58,7.9,9.27,-1.24
MOLDTECH.NS,-1.07,-4.52,-0.58,-2.7,-0.4900000000000001,-1.21
TRU.NS,-5.05,-5.27,-0.61,-3.59,-4.4399999999999995,-1.17
FELDVR.NS,4.4,-4.28,-0.64,2.9,5.04,-1.23
LTFOODS.NS,-0.84,-3.95,-0.66,5.31,-0.17999999999999994,-1.37
NOVAAGRI.NS,-1.42,0.81,-0.66,0.07,-0.7599999999999999,-1.05
MAHSCOOTER.NS,12.5,3.46,-0.67,4.89,13.17,-1.97
ARABIAN.NS,4.12,2.86,-0.69,3.21,4.8100000000000005,-1.92
IEX.NS,-0.27,0.83,-0.69,8.86,0.41999999999999993,-1.8
SMCGLOBAL.NS,-3.13,-5.38,-0.69,-16.89,-2.44,-1.16
NATHBIOGEN.NS,2.12,-1.05,-0.7,22.96,2.8200000000000003,-1.56
EIHAHOTELS.NS,-4.81,-4.2,-0.7,-0.24,-4.109999999999999,-2.18
ALBERTDAVD.NS,0.04,-9.63,-0.71,7.19,0.75,-2.0
IDBI.NS,-0.78,-1.63,-0.72,-30.92,-0.06000000000000005,-1.39
MANYAVAR.NS,-0.79,-3.88,-0.75,8.66,-0.040000000000000036,-2.06
ZUARIIND.NS,1.63,-7.24,-0.77,6.73,2.4,-2.03
INDUSTOWER.NS,0.9,8.74,-0.77,-1.27,1.67,-2.82
SULA.NS,0.11,-5.21,-0.77,-0.22,0.88,-2.03
LINC.NS,-0.88,-7.78,-0.77,-4.89,-0.10999999999999999,-1.7
ANANDRATHI.NS,-0.11,0.52,-0.78,24.34,0.67,-4.12
DICIND.NS,2.11,-0.14,-0.82,3.58,2.9299999999999997,-2.27
PREMIERPOL.NS,-2.35,-1.05,-0.83,13.05,-1.52,-1.43
ORIANA.NS,7.21,-4.96,-0.85,5.7,8.06,-1.4
NACLIND.NS,-1.21,-4.81,-0.87,27.02,-0.33999999999999997,-1.53
BANARISUG.NS,-1.16,1.77,-0.89,6.2,-0.2699999999999999,-7.43
KCP.NS,0.86,-10.05,-0.9,6.24,1.76,-2.39
NOCIL.NS,-0.29,-8.25,-0.91,21.89,0.6200000000000001,-2.19
ANDHRAPAP.NS,-1.35,-5.27,-0.91,-0.23,-0.44000000000000006,-3.56
RSSOFTWARE.NS,-4.54,-12.05,-0.92,-8.24,-3.62,-1.44
UCAL.NS,8.32,-1.36,-0.93,-3.43,9.25,-1.89
AARTECH.NS,3.36,-5.2,-0.93,7.73,4.29,-1.42
TRIVENI.NS,2.0,-4.59,-0.93,6.78,2.93,-2.35
WIPRO.NS,1.2,3.03,-0.95,7.11,2.15,-3.56
MADHUSUDAN.NS,-8.46,0.99,-0.97,27.09,-7.490000000000001,-1.84
DBCORP.NS,-0.69,-6.44,-0.98,0.4,0.29000000000000004,-3.05
SAGCEM.NS,-0.01,0.29,-1.03,-0.83,1.02,-2.61
LOKESHMACH.NS,3.87,3.08,-1.04,50.5,4.91,-1.86
RGL.NS,2.26,4.59,-1.04,-1.08,3.3,-1.66
MOIL.NS,0.35,-1.6,-1.04,7.95,1.3900000000000001,-2.11
UTIAMC.NS,-0.6,0.16,-1.04,-3.73,0.44000000000000006,-3.04
BAJAJINDEF.NS,-0.34,-10.82,-1.06,15.13,0.72,-2.08
PATANJALI.NS,-3.66,0.6,-1.06,-7.08,-2.6,-4.38
DENORA.NS,0.86,-1.83,-1.08,21.09,1.94,-2.35
VIRINCHI.NS,9.36,5.97,-1.09,0.86,10.45,-2.39
JMFINANCIL.NS,1.59,-6.43,-1.1,5.24,2.6900000000000004,-2.55
CENTEXT.NS,1.27,-2.43,-1.1,6.82,2.37,-2.02
DEVX.NS,-5.25,-6.57,-1.1,-3.92,-4.15,-2.15
TIMESCAN.NS,3.51,-5.38,-1.11,-8.11,4.62,-2.82
GAYAHWS.NS,-2.75,-4.93,-1.14,8.26,-1.61,-2.04
ASTRAZEN.NS,-0.6,5.0,-1.15,4.5,0.5499999999999999,-4.87
KMSUGAR.NS,-2.71,-12.74,-1.17,20.63,-1.54,-3.56
RHFL.NS,-3.24,6.62,-1.17,2.62,-2.0700000000000003,-2.89
PAR.NS,5.17,-1.09,-1.2,0.91,6.37,-2.66
BFSI.NS,0.7,-0.5,-1.2,-3.14,1.9,-5.62
ORIENTPPR.NS,3.07,-6.22,-1.21,1.78,4.279999999999999,-2.73
NPBET.NS,1.42,1.4,-1.22,-2.65,2.6399999999999997,-5.73
GODREJCP.NS,1.04,-2.37,-1.24,-9.59,2.2800000000000002,-4.65
ABLBL.NS,-0.51,-3.52,-1.24,3.86,0.73,-3.12
SHIVAMAUTO.NS,-0.05,-9.08,-1.25,-2.94,1.2,-2.21
EFCIL.NS,1.0,3.51,-1.26,-16.38,2.26,-2.79
RUSTOMJEE.NS,-0.46,1.16,-1.26,-3.37,0.8,-3.47
IONEXCHANG.NS,-3.49,-7.1,-1.26,7.56,-2.2300000000000004,-3.0
YCCL.NS,1.0,-8.4,-1.27,-6.0,2.27,-2.15
ACL.NS,0.65,2.89,-1.27,8.49,1.92,-2.93
BHARTIARTL.NS,-3.78,2.8,-1.27,1.48,-2.51,-6.04
EMBASSY.NS,-0.57,5.63,-1.31,12.23,0.7400000000000001,-6.57
KHAICHEM.NS,-0.74,-1.22,-1.31,2.06,0.5700000000000001,-2.41
ZENITHSTL.NS,10.75,1.46,-1.35,36.18,12.1,-2.68
HRHNEXT.NS,-4.23,-11.5,-1.37,3.66,-2.8600000000000003,-2.32
HTMEDIA.NS,5.47,1.91,-1.42,8.04,6.89,-3.29
VIMTALABS.NS,0.48,-8.98,-1.42,5.07,1.9,-3.09
REMSONSIND.NS,-5.58,-15.75,-1.42,-11.66,-4.16,-2.67
DUCON.NS,5.48,6.47,-1.43,6.66,6.91,-2.17
CANFINHOME.NS,-1.69,-6.15,-1.43,0.23,-0.26,-4.83
DELHIVERY.NS,-0.4,-0.66,-1.46,11.95,1.06,-4.96
EMKAYTOOLS.NS,4.12,2.76,-1.5,9.29,5.62,-2.94
DEEM.NS,14.97,14.86,-1.52,12.62,16.490000000000002,-2.15
AARTISURF.NS,0.73,-9.45,-1.54,3.56,2.27,-2.94
SALONA.NS,-1.72,-1.69,-1.56,19.22,-0.15999999999999992,-3.79
URBAN.NS,-4.88,-14.15,-1.57,-1.42,-3.3099999999999996,-3.31
PVSL.NS,-6.33,-3.44,-1.58,22.24,-4.75,-3.12
SSWL.NS,-0.19,-0.49,-1.63,4.45,1.44,-4.03
MASTER.NS,-0.95,-1.25,-1.63,14.16,0.6799999999999999,-4.33
VISHWARAJ.NS,2.95,-0.68,-1.65,8.25,4.6,-3.56
ATULAUTO.NS,-2.39,-1.55,-1.65,7.46,-0.7400000000000002,-3.51
KABRAEXTRU.NS,-0.19,-5.44,-1.67,-9.07,1.48,-2.97
ELDEHSG.NS,-8.62,-6.41,-1.7,-5.09,-6.919999999999999,-3.08
SAGILITY.NS,-2.78,0.58,-1.72,3.74,-1.0599999999999998,-4.66
CRISIL.NS,-6.36,-2.34,-1.72,-5.04,-4.640000000000001,-5.99
CHOICEIN.NS,2.07,1.85,-1.74,-4.12,3.8099999999999996,-4.61
NECCLTD.NS,0.46,-7.7,-1.74,13.5,2.2,-3.53
ALPEXSOLAR.NS,-5.24,-7.55,-1.74,31.75,-3.5,-2.81
VOLTAMP.NS,0.55,-5.14,-1.75,17.62,2.3,-3.95
ETHOSLTD.NS,0.37,1.7,-1.76,4.32,2.13,-4.51
CCHHL.NS,-2.88,-4.34,-1.76,1.19,-1.1199999999999999,-4.67
HDFCLIFE.NS,-0.3,2.32,-1.8,-11.77,1.5,-7.57
LAMBODHARA.NS,1.1,-9.71,-1.81,3.26,2.91,-3.67
PDMJEPAPER.NS,-1.17,-2.95,-1.81,8.89,0.6400000000000001,-4.75
RADAAN.NS,7.1,0.19,-1.82,15.48,8.92,-3.74
SUBROS.NS,2.02,-4.33,-1.84,-2.05,3.8600000000000003,-4.69
BOSCHLTD.NS,-3.17,0.08,-1.85,8.47,-1.3199999999999998,-5.37
MAZDOCK.NS,-0.34,-5.52,-1.86,15.71,1.52,-4.5
NEWGEN.NS,-3.73,-9.58,-1.86,-9.36,-1.8699999999999999,-3.24
FLAIR.NS,-10.08,-4.92,-1.87,5.45,-8.21,-5.81
